Tau: 2, ID Rate: 0.2558411214953271
Tau: 3, ID Rate: 0.2558411214953271
Tau: 4, ID Rate: 0.2511682242990654
Tau: 5, ID Rate: 0.24299065420560748
Tau: 6, ID Rate: 0.23598130841121495
Tau: 7, ID Rate: 0.23481308411214952
Tau: 8, ID Rate: 0.23130841121495327
Tau: 9, ID Rate: 0.22780373831775702
Tau: 10, ID Rate: 0.2266355140186916
