Tau: 0, ID Rate: 0.3411214953271028
Tau: 0.001, ID Rate: 0.3411214953271028
Tau: 0.01, ID Rate: 0.33528037383177567
Tau: 0.1, ID Rate: 0.3212616822429907
Tau: 0.2, ID Rate: 0.31658878504672894
Tau: 0.3, ID Rate: 0.30841121495327106
Tau: 0.4, ID Rate: 0.3060747663551402
Tau: 0.5, ID Rate: 0.3060747663551402
Tau: 0.6, ID Rate: 0.30257009345794394
Tau: 0.7, ID Rate: 0.2967289719626168
Tau: 0.8, ID Rate: 0.30257009345794394
Tau: 0.9, ID Rate: 0.29906542056074764
Tau: 1, ID Rate: 0.2978971962616822
