Tau: 0, ID Rate: 0.28855140186915884
Tau: 0.001, ID Rate: 0.28738317757009346
Tau: 0.01, ID Rate: 0.2850467289719626
Tau: 0.1, ID Rate: 0.28154205607476634
Tau: 0.2, ID Rate: 0.2792056074766355
Tau: 0.3, ID Rate: 0.2780373831775701
Tau: 0.4, ID Rate: 0.2780373831775701
Tau: 0.5, ID Rate: 0.27453271028037385
Tau: 0.6, ID Rate: 0.272196261682243
Tau: 0.7, ID Rate: 0.26869158878504673
Tau: 0.8, ID Rate: 0.26869158878504673
Tau: 0.9, ID Rate: 0.26869158878504673
Tau: 1, ID Rate: 0.2698598130841121
