Tau: 0, ID Rate: 0.6880841121495327
Tau: 0.001, ID Rate: 0.6880841121495327
Tau: 0.01, ID Rate: 0.6869158878504673
Tau: 0.1, ID Rate: 0.6717289719626168
Tau: 0.2, ID Rate: 0.6670560747663552
Tau: 0.3, ID Rate: 0.6623831775700935
Tau: 0.4, ID Rate: 0.6600467289719627
Tau: 0.5, ID Rate: 0.655373831775701
Tau: 0.6, ID Rate: 0.6507009345794392
Tau: 0.7, ID Rate: 0.6483644859813085
Tau: 0.8, ID Rate: 0.6413551401869159
Tau: 0.9, ID Rate: 0.6343457943925234
Tau: 1, ID Rate: 0.6308411214953271
