Tau: 2, ID Rate: 0.2908878504672897
Tau: 3, ID Rate: 0.2838785046728972
Tau: 4, ID Rate: 0.28037383177570097
Tau: 5, ID Rate: 0.2792056074766355
Tau: 6, ID Rate: 0.2780373831775701
Tau: 7, ID Rate: 0.27686915887850466
Tau: 8, ID Rate: 0.272196261682243
Tau: 9, ID Rate: 0.2698598130841121
Tau: 10, ID Rate: 0.26635514018691586
