Tau: 2, ID Rate: 0.5981308411214954
Tau: 3, ID Rate: 0.5782710280373832
Tau: 4, ID Rate: 0.5619158878504673
Tau: 5, ID Rate: 0.544392523364486
Tau: 6, ID Rate: 0.5327102803738317
Tau: 7, ID Rate: 0.5257009345794392
Tau: 8, ID Rate: 0.5175233644859814
Tau: 9, ID Rate: 0.5070093457943925
Tau: 10, ID Rate: 0.4941588785046729
