Tau: 2, ID Rate: 0.36331775700934577
Tau: 3, ID Rate: 0.3598130841121495
Tau: 4, ID Rate: 0.3539719626168224
Tau: 5, ID Rate: 0.3481308411214953
Tau: 6, ID Rate: 0.34345794392523366
Tau: 7, ID Rate: 0.33761682242990654
Tau: 8, ID Rate: 0.33060747663551404
Tau: 9, ID Rate: 0.3247663551401869
Tau: 10, ID Rate: 0.3212616822429907
