Tau: 2, ID Rate: 0.46144859813084116
Tau: 3, ID Rate: 0.45093457943925236
Tau: 4, ID Rate: 0.44742990654205606
Tau: 5, ID Rate: 0.44859813084112155
Tau: 6, ID Rate: 0.4462616822429907
Tau: 7, ID Rate: 0.44509345794392524
Tau: 8, ID Rate: 0.4439252336448598
Tau: 9, ID Rate: 0.4392523364485982
Tau: 10, ID Rate: 0.4369158878504673
