Tau: 1, ID Rate: 0.2266355140186916
Tau: 2, ID Rate: 0.24766355140186913
Tau: 3, ID Rate: 0.2628504672897196
Tau: 4, ID Rate: 0.272196261682243
Tau: 5, ID Rate: 0.27453271028037385
Tau: 6, ID Rate: 0.2757009345794392
Tau: 7, ID Rate: 0.2780373831775701
Tau: 8, ID Rate: 0.28154205607476634
Tau: 9, ID Rate: 0.2850467289719626
Tau: 10, ID Rate: 0.28855140186915884
