Tau: 2, ID Rate: 0.10864485981308411
Tau: 3, ID Rate: 0.10747663551401869
Tau: 4, ID Rate: 0.1191588785046729
Tau: 5, ID Rate: 0.11799065420560748
Tau: 6, ID Rate: 0.12383177570093457
Tau: 7, ID Rate: 0.12266355140186916
Tau: 8, ID Rate: 0.12266355140186916
Tau: 9, ID Rate: 0.12266355140186916
Tau: 10, ID Rate: 0.12149532710280374
