Tau: 2, ID Rate: 0.23714953271028036
Tau: 3, ID Rate: 0.2394859813084112
Tau: 4, ID Rate: 0.2546728971962617
Tau: 5, ID Rate: 0.26635514018691586
Tau: 6, ID Rate: 0.27102803738317754
Tau: 7, ID Rate: 0.26635514018691586
Tau: 8, ID Rate: 0.25934579439252337
Tau: 9, ID Rate: 0.25817757009345793
Tau: 10, ID Rate: 0.2570093457943925
