Tau: 2, ID Rate: 0.39135514018691586
Tau: 3, ID Rate: 0.38668224299065423
Tau: 4, ID Rate: 0.39252336448598135
Tau: 5, ID Rate: 0.39252336448598135
Tau: 6, ID Rate: 0.3925233644859813
Tau: 7, ID Rate: 0.38901869158878505
Tau: 8, ID Rate: 0.38551401869158874
Tau: 9, ID Rate: 0.383177570093458
Tau: 10, ID Rate: 0.3820093457943925
