Tau: 0, ID Rate: 0.46028037383177567
Tau: 0.001, ID Rate: 0.522196261682243
Tau: 0.2, ID Rate: 0.22429906542056072
Tau: 0.3, ID Rate: 0.19509345794392524
Tau: 0.4, ID Rate: 0.18691588785046728
Tau: 0.5, ID Rate: 0.17523364485981308
Tau: 0.6, ID Rate: 0.1705607476635514
Tau: 0.7, ID Rate: 0.16471962616822428
Tau: 0.8, ID Rate: 0.15771028037383178
Tau: 0.9, ID Rate: 0.15654205607476634
Tau: 1, ID Rate: 0.1553738317757009
