Tau: 2, ID Rate: 0.30257009345794394
Tau: 3, ID Rate: 0.30841121495327106
Tau: 4, ID Rate: 0.3235981308411215
Tau: 5, ID Rate: 0.33060747663551404
Tau: 6, ID Rate: 0.33528037383177567
Tau: 7, ID Rate: 0.33644859813084116
Tau: 8, ID Rate: 0.33528037383177567
Tau: 9, ID Rate: 0.33761682242990654
Tau: 10, ID Rate: 0.34345794392523366
