Tau: 2, ID Rate: 0.24532710280373832
Tau: 3, ID Rate: 0.24883177570093457
Tau: 4, ID Rate: 0.2605140186915888
Tau: 5, ID Rate: 0.2616822429906542
Tau: 6, ID Rate: 0.2710280373831776
Tau: 7, ID Rate: 0.2733644859813084
Tau: 8, ID Rate: 0.27686915887850466
Tau: 9, ID Rate: 0.28037383177570097
Tau: 10, ID Rate: 0.2792056074766355
