Tau: 2, ID Rate: 0.14485981308411214
Tau: 3, ID Rate: 0.1483644859813084
Tau: 4, ID Rate: 0.14719626168224298
Tau: 5, ID Rate: 0.14602803738317754
Tau: 6, ID Rate: 0.1483644859813084
Tau: 7, ID Rate: 0.15186915887850466
Tau: 8, ID Rate: 0.1542056074766355
Tau: 9, ID Rate: 0.1588785046728972
Tau: 10, ID Rate: 0.1588785046728972
