Tau: 0, ID Rate: 0.7757009345794392
Tau: 0.001, ID Rate: 0.8154205607476636
Tau: 0.2, ID Rate: 0.7850467289719627
Tau: 0.3, ID Rate: 0.7838785046728972
Tau: 0.4, ID Rate: 0.7827102803738317
Tau: 0.5, ID Rate: 0.7721962616822431
Tau: 0.6, ID Rate: 0.7710280373831776
Tau: 0.7, ID Rate: 0.764018691588785
Tau: 0.8, ID Rate: 0.7570093457943925
Tau: 0.9, ID Rate: 0.7581775700934579
Tau: 1, ID Rate: 0.7570093457943925
