Tau: 0, ID Rate: 0.3422897196261682
Tau: 0.001, ID Rate: 0.3703271028037383
Tau: 0.2, ID Rate: 0.19742990654205606
Tau: 0.3, ID Rate: 0.1939252336448598
Tau: 0.4, ID Rate: 0.19626168224299065
Tau: 0.5, ID Rate: 0.20327102803738317
Tau: 0.6, ID Rate: 0.20677570093457942
Tau: 0.7, ID Rate: 0.2044392523364486
Tau: 0.8, ID Rate: 0.20327102803738317
Tau: 0.9, ID Rate: 0.20327102803738317
Tau: 1, ID Rate: 0.2044392523364486
