subject,orientation,alpha_z_within,alpha_z_min_between,pearson_within,pearson_min_between,pearson_argmin_subject
137027,LR->RL,0.7932856918142619,0.9315537013454076,0.3396844569557609,0.3316099153496882,200614
298051,LR->RL,0.7494723192282464,0.9230190140921053,0.31361931300943424,0.27982970984955746,105014
280739,LR->RL,0.9032220257399217,0.9701008332799717,0.2656731177384164,0.2238801485266777,206828
