subject,anchor_subject,anchor_scan,compare_scan,pair_type,alpha_z_bw,alpha_procrustes,bures_wasserstein,geodesic_distance,log_euclidean_distance,pearson_distance,euclidean_distance
100206,100206,LR,RL,within,0.6720066906691926,10.219000333193204,23.801522823411318,24.158016795274325,19.961177170035246,0.19037865829848144,23.04497796018234
100307,100206,LR,RL,between,1.1969475530623583,13.47654551831798,39.913601355012986,27.542227842117555,23.086237595243087,0.38956463971310584,30.422706065015614
100408,100206,LR,RL,between,1.1873668532842316,12.70069532148393,34.29721985599468,28.21647224518882,23.36512637507869,0.4202631072135742,34.066902380840524
100610,100206,LR,RL,between,1.1628320124588072,13.168389782732914,38.42998581112798,27.43705071728057,22.773289128403842,0.3894940780038939,28.31667775491514
101006,100206,LR,RL,between,1.13390252032859,13.34415301039763,39.026353909040836,27.157991338927275,22.678638695759943,0.3778900949850198,29.359203405144903
101107,100206,LR,RL,between,1.254592612954042,12.726274769803586,34.62373626228822,29.812678373855924,24.34007694090379,0.46010674619424796,33.78330537662524
101309,100206,LR,RL,between,1.0019446233522018,11.719535276653891,31.89322812921438,26.952116059745407,22.204334890012994,0.32100465694466396,24.295450252398947
101915,100206,LR,RL,between,1.095159079977364,11.891688716199985,31.266824696806196,28.256169203620587,23.095258992136216,0.38762441391341484,30.032527687162997
102109,100206,LR,RL,between,1.214234690146668,12.481469160790295,32.98408641255597,30.218482332560615,24.972645920478193,0.37861287389100606,34.238495796766394
102311,100206,LR,RL,between,1.1206762542381057,12.060117485118049,32.3074864771385,27.794541791372477,22.87098048062909,0.368254124693684,29.619508328530337
102513,100206,LR,RL,between,0.9571271795478964,11.386776065904494,29.92923304536302,27.287012105512908,22.631685222935126,0.3200193477391743,25.84570531747412
102614,100206,LR,RL,between,1.2090387406396843,14.141014522304447,42.54349494890968,27.63615100802788,22.94950817647886,0.38962878729716277,32.754068972171964
103111,100206,LR,RL,between,1.3053051521109467,13.943809005573724,42.73225012597143,28.00296657018508,23.39863127933888,0.40101996459515654,30.528729841622333
103212,100206,LR,RL,between,1.0346364605259737,11.68532545817632,31.848647570137842,27.426821338322874,22.701668201138645,0.30508957288893157,24.67533539611071
103414,100206,LR,RL,between,1.0796010415075727,12.555222735224564,35.52691773974908,26.744439929355114,22.40391066478731,0.41907574235745604,26.974465993594684
103818,100206,LR,RL,between,1.1059606546474612,12.770030898194582,36.14484240971757,27.72478795249134,22.91018591070825,0.3551319749925498,28.55527170061763
104012,100206,LR,RL,between,1.0760293551602587,12.663071338788198,35.804852828015584,27.170815026555445,22.237874913865937,0.34235277796099883,27.51856425877949
104416,100206,LR,RL,between,1.0782041094272614,12.04119756868433,32.531768236810024,27.914691173855946,23.16037565556974,0.3507058927641171,29.18206628884798
105014,100206,LR,RL,between,1.027257548541698,11.659694027458478,31.29497923483811,28.029200129078152,23.065760732668814,0.3522498147467539,26.538533647685473
105115,100206,LR,RL,between,1.195025140858391,14.100589900508885,42.88120908278822,27.637575411518394,23.12881105455419,0.4683931674977462,31.55466307078128
105620,100206,LR,RL,between,1.164471188018581,13.214641912172176,38.132785808651676,27.323415641727465,22.46528920423232,0.38088906263310685,29.143566823120874
105923,100206,LR,RL,between,1.1481980301580847,12.337397454996204,33.314603465154306,27.87165221615998,22.779232653783495,0.412068945437405,29.82766861153972
106016,100206,LR,RL,between,0.9503565275932715,11.229530403334701,29.437832438654112,26.71971816671417,22.16899551220102,0.2845302092211216,23.0912596062191
106521,100206,LR,RL,between,1.201602419499821,13.293449702436355,39.63720795245146,27.555255892043178,23.010059412151126,0.4368540941925848,28.631051056575515
106824,100206,LR,RL,between,1.1455746769480868,12.611295760600662,35.48890296832133,27.35935083770405,22.516946302015764,0.4300255390331533,26.979337955737353
107018,100206,LR,RL,between,1.0781303036147278,12.81888415316137,36.04457292965935,27.058722131522366,22.452228633062575,0.3559905483091669,29.146639963652003
107422,100206,LR,RL,between,1.0837934284637214,12.449827463766036,31.589652102851204,28.028117479447488,22.957525088025772,0.3693280493059785,36.647225971240545
107725,100206,LR,RL,between,1.3506737353043832,14.435371923096326,45.79572623103729,28.727958918995295,23.786471483463238,0.4570529605238617,30.502359271457905
108020,100206,LR,RL,between,0.9496994472170428,11.340491061449491,30.215811756781733,27.37908716621594,22.310127744221372,0.2805055598086462,23.181458077952648
108323,100206,LR,RL,between,1.1700764654490001,13.440476788134742,38.808128649592845,27.455878917716266,22.47572843859142,0.37821119279527204,30.418455400423607
108525,100206,LR,RL,between,1.1892190410773225,12.99460430210706,37.197125853219404,27.89595826041194,23.1143650553562,0.4482955599939167,29.227179406575654
