subject,anchor_subject,anchor_scan,compare_scan,pair_type,alpha_z_bw,alpha_procrustes,bures_wasserstein,geodesic_distance,log_euclidean_distance,pearson_distance,euclidean_distance
100206,100206,RL,LR,within,0.7639405245891311,10.219000333196835,23.801522823399893,24.158016795274296,19.961177170035246,0.19037865829848155,23.04497796018234
100307,100206,RL,LR,between,1.0668554875922212,12.081661665815188,33.98503765537427,25.382373636893714,21.20326655148206,0.2803656014789496,24.38396022090477
100408,100206,RL,LR,between,1.5859976659924229,15.954006782814188,47.27694704576865,29.054762669352563,24.62574215652947,0.4749175468414014,52.388691791103504
100610,100206,RL,LR,between,1.1867487963589696,12.905057292313437,35.82781632417016,26.859205489151325,22.279456518145167,0.3051162218059261,31.794315427365532
101006,100206,RL,LR,between,1.055276923480875,11.889090224342215,33.213243435267145,25.732753977069176,21.35819935332524,0.27128450130342363,23.355323402220783
101107,100206,RL,LR,between,1.883598529223704,17.222770001459658,54.847449855056084,31.724961271660664,27.290414451737952,0.5289862970758185,56.8279011431681
101309,100206,RL,LR,between,1.2463534659166555,13.177974800278434,37.019726468617904,26.577805816431287,22.04075390383236,0.3709289107531164,34.480270932470674
101915,100206,RL,LR,between,1.2346721292693559,13.084504613606475,36.559758750382315,27.029426357759412,22.586822014150428,0.3413109340275914,34.76634341625696
102109,100206,RL,LR,between,1.1510375495972198,12.403445595195434,32.69774866638102,28.468832048444305,23.63664263209367,0.289269335308479,33.904691043122135
102311,100206,RL,LR,between,1.3850945571226845,13.94132483905135,41.0077839000503,28.217875377167676,23.63548213767991,0.3982193255552031,35.37231221764882
102513,100206,RL,LR,between,1.146828945945785,12.773009055614374,34.582353277517,25.959799317232772,21.488825605746616,0.27620414338622157,33.76178780302551
102614,100206,RL,LR,between,1.1779330875385199,13.420668232877318,39.944766910167544,25.599268819235707,21.197636514741475,0.37431021999394054,28.457572712805497
103111,100206,RL,LR,between,1.3271038363477317,13.512067920393608,39.92924870254467,26.418984814665542,22.048403932941774,0.4388904404117787,32.37331122749818
103212,100206,RL,LR,between,1.3116649356494747,13.526278348887017,38.146955914413326,27.16716464230804,22.674856465657086,0.3235923982497868,36.71954866807834
103414,100206,RL,LR,between,1.0407511556599047,12.133923681489165,33.61016475971351,24.651597036278098,20.433434635205884,0.31448143916845983,25.341324237790293
103818,100206,RL,LR,between,1.349040890480282,13.830239026182346,39.673958734340744,27.554325911046874,23.006780475199673,0.3832295499023354,37.98907785252661
104012,100206,RL,LR,between,1.0430269648519612,12.084243428894835,33.48793293487665,25.408013569399838,21.01428254440757,0.33969727523570115,25.61745714063443
104416,100206,RL,LR,between,1.068829135446407,11.507760955053595,30.880820072770007,26.120363848885376,21.648192971671953,0.24227409270722422,24.953959806984862
105014,100206,RL,LR,between,0.9254406713391887,11.218030787993163,29.310201259452356,24.868688787111694,20.43082381414053,0.24910092435464037,23.819412649185875
105115,100206,RL,LR,between,1.1638490751236077,12.891806694515745,37.692643552917446,25.65402919067577,21.50476528637821,0.38917758737117436,27.095641079993147
105620,100206,RL,LR,between,1.209338626153027,12.393857068133686,35.13154241117391,26.329895235974128,21.684506999765613,0.33344693791749924,26.015328964826065
105923,100206,RL,LR,between,1.3597505124857747,14.349614329677479,40.665198316807704,26.873651880789684,22.655217577866097,0.4036016585615607,42.39050000243684
106016,100206,RL,LR,between,1.1839273496123184,13.408182219524887,36.694021293894764,26.39357315195282,21.940418109956955,0.34404850352827,38.357986430782
106521,100206,RL,LR,between,1.044186067900526,12.124857626428692,33.64588494260653,25.435009221573452,21.070843375223934,0.32834639198103655,25.837146492872662
106824,100206,RL,LR,between,1.320690909669267,13.741805639897928,39.446969235377935,27.075252143769656,22.49568423717307,0.3691160781879248,35.941974830725506
107018,100206,RL,LR,between,1.3066334385428746,14.16462377109829,39.29903853554649,26.822983265627833,22.50746637740432,0.37171011871841386,43.28251340455723
107422,100206,RL,LR,between,1.466969236486662,14.972342702264056,43.62098197863202,28.440332030554973,23.936816570052287,0.4324085557722186,45.80022250690885
107725,100206,RL,LR,between,1.4548524450002134,14.101691845640604,43.07635037510431,27.777962811911248,23.415492161191267,0.4131986871041927,33.786747070118636
108020,100206,RL,LR,between,1.4070844133001543,14.481788788232224,41.72671180915344,28.330282314828004,23.587057372439755,0.37722145487622305,42.18582424821518
108323,100206,RL,LR,between,1.2089682241113167,12.430776605712865,34.54042360180034,27.893930285532896,23.221300186918675,0.3129930598942152,29.09340792985318
108525,100206,RL,LR,between,1.3736927492965094,13.70172631744123,41.0502646197921,27.8217057467931,23.20095811815023,0.4184950842989642,31.672884881871845
